foundation_model,target_key,outcome_type,family,cancer_type,endpoint,model_id,resource_selection_basis,representation_specific_qualification,default_inference,redistribution_status,matched_task,representation_effect_threshold_crossing,matched_q2,matched_balanced_accuracy,matched_auroc,object_crossed_representation_threshold,resource_scope,complete_operationalization_of_representation_atlas
ProvGigaPath,continuousrna_pathway_activityOVHALLMARK_ALLOGRAFT_REJECTION,continuous,rna_pathway_activity,OV,HALLMARK_ALLOGRAFT_REJECTION,ProvGigaPath__rna_pathway_activity__OV__HALLMARK_ALLOGRAFT_REJECTION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.163654688649488,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityOVHALLMARK_ANDROGEN_RESPONSE,continuous,rna_pathway_activity,OV,HALLMARK_ANDROGEN_RESPONSE,ProvGigaPath__rna_pathway_activity__OV__HALLMARK_ANDROGEN_RESPONSE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.191855921774678,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityOVHALLMARK_CHOLESTEROL_HOMEOSTASIS,continuous,rna_pathway_activity,OV,HALLMARK_CHOLESTEROL_HOMEOSTASIS,ProvGigaPath__rna_pathway_activity__OV__HALLMARK_CHOLESTEROL_HOMEOSTASIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.205417215933186,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityOVHALLMARK_COAGULATION,continuous,rna_pathway_activity,OV,HALLMARK_COAGULATION,ProvGigaPath__rna_pathway_activity__OV__HALLMARK_COAGULATION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.136605755198725,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityOVHALLMARK_ESTROGEN_RESPONSE_EARLY,continuous,rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_EARLY,ProvGigaPath__rna_pathway_activity__OV__HALLMARK_ESTROGEN_RESPONSE_EARLY,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,-0.11385013335584,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityOVHALLMARK_ESTROGEN_RESPONSE_LATE,continuous,rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_LATE,ProvGigaPath__rna_pathway_activity__OV__HALLMARK_ESTROGEN_RESPONSE_LATE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.1794303179078,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityOVHALLMARK_FATTY_ACID_METABOLISM,continuous,rna_pathway_activity,OV,HALLMARK_FATTY_ACID_METABOLISM,ProvGigaPath__rna_pathway_activity__OV__HALLMARK_FATTY_ACID_METABOLISM,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0716599996151306,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityOVHALLMARK_HYPOXIA,continuous,rna_pathway_activity,OV,HALLMARK_HYPOXIA,ProvGigaPath__rna_pathway_activity__OV__HALLMARK_HYPOXIA,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.124488816790111,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityOVHALLMARK_IL2_STAT5_SIGNALING,continuous,rna_pathway_activity,OV,HALLMARK_IL2_STAT5_SIGNALING,ProvGigaPath__rna_pathway_activity__OV__HALLMARK_IL2_STAT5_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.191455431888678,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityOVHALLMARK_IL6_JAK_STAT3_SIGNALING,continuous,rna_pathway_activity,OV,HALLMARK_IL6_JAK_STAT3_SIGNALING,ProvGigaPath__rna_pathway_activity__OV__HALLMARK_IL6_JAK_STAT3_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,-0.0771208680669138,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityOVHALLMARK_INFLAMMATORY_RESPONSE,continuous,rna_pathway_activity,OV,HALLMARK_INFLAMMATORY_RESPONSE,ProvGigaPath__rna_pathway_activity__OV__HALLMARK_INFLAMMATORY_RESPONSE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.189074264374036,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityOVHALLMARK_MTORC1_SIGNALING,continuous,rna_pathway_activity,OV,HALLMARK_MTORC1_SIGNALING,ProvGigaPath__rna_pathway_activity__OV__HALLMARK_MTORC1_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0623584969526085,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityOVHALLMARK_P53_PATHWAY,continuous,rna_pathway_activity,OV,HALLMARK_P53_PATHWAY,ProvGigaPath__rna_pathway_activity__OV__HALLMARK_P53_PATHWAY,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.179720922404409,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityOVHALLMARK_TNFA_SIGNALING_VIA_NFKB,continuous,rna_pathway_activity,OV,HALLMARK_TNFA_SIGNALING_VIA_NFKB,ProvGigaPath__rna_pathway_activity__OV__HALLMARK_TNFA_SIGNALING_VIA_NFKB,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.133864406086264,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityOVHALLMARK_UV_RESPONSE_UP,continuous,rna_pathway_activity,OV,HALLMARK_UV_RESPONSE_UP,ProvGigaPath__rna_pathway_activity__OV__HALLMARK_UV_RESPONSE_UP,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.237203487267471,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_ALLOGRAFT_REJECTION,continuous,rna_pathway_activity,PAAD,HALLMARK_ALLOGRAFT_REJECTION,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_ALLOGRAFT_REJECTION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.183780104132125,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_ANDROGEN_RESPONSE,continuous,rna_pathway_activity,PAAD,HALLMARK_ANDROGEN_RESPONSE,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_ANDROGEN_RESPONSE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.238657539963475,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_ANGIOGENESIS,continuous,rna_pathway_activity,PAAD,HALLMARK_ANGIOGENESIS,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_ANGIOGENESIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.188069597943548,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_APICAL_JUNCTION,continuous,rna_pathway_activity,PAAD,HALLMARK_APICAL_JUNCTION,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_APICAL_JUNCTION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.278932977497348,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_APICAL_SURFACE,continuous,rna_pathway_activity,PAAD,HALLMARK_APICAL_SURFACE,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_APICAL_SURFACE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.352603177758912,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_APOPTOSIS,continuous,rna_pathway_activity,PAAD,HALLMARK_APOPTOSIS,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_APOPTOSIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0976843493878644,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_CHOLESTEROL_HOMEOSTASIS,continuous,rna_pathway_activity,PAAD,HALLMARK_CHOLESTEROL_HOMEOSTASIS,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_CHOLESTEROL_HOMEOSTASIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,-0.0560351663589802,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_COAGULATION,continuous,rna_pathway_activity,PAAD,HALLMARK_COAGULATION,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_COAGULATION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.124124212836307,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_COMPLEMENT,continuous,rna_pathway_activity,PAAD,HALLMARK_COMPLEMENT,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_COMPLEMENT,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.30722133150179,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,continuous,rna_pathway_activity,PAAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.20113240742987,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_ESTROGEN_RESPONSE_EARLY,continuous,rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_EARLY,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_ESTROGEN_RESPONSE_EARLY,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.391279942690661,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_ESTROGEN_RESPONSE_LATE,continuous,rna_pathway_activity,PAAD,HALLMARK_ESTROGEN_RESPONSE_LATE,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_ESTROGEN_RESPONSE_LATE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.330411220980476,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_G2M_CHECKPOINT,continuous,rna_pathway_activity,PAAD,HALLMARK_G2M_CHECKPOINT,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_G2M_CHECKPOINT,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.139412350049804,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_HYPOXIA,continuous,rna_pathway_activity,PAAD,HALLMARK_HYPOXIA,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_HYPOXIA,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.262349566252012,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_IL2_STAT5_SIGNALING,continuous,rna_pathway_activity,PAAD,HALLMARK_IL2_STAT5_SIGNALING,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_IL2_STAT5_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.282510176990856,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_IL6_JAK_STAT3_SIGNALING,continuous,rna_pathway_activity,PAAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_IL6_JAK_STAT3_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.131206441663073,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_INFLAMMATORY_RESPONSE,continuous,rna_pathway_activity,PAAD,HALLMARK_INFLAMMATORY_RESPONSE,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_INFLAMMATORY_RESPONSE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.348353509014446,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_INTERFERON_ALPHA_RESPONSE,continuous,rna_pathway_activity,PAAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_INTERFERON_ALPHA_RESPONSE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.323730141682204,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_INTERFERON_GAMMA_RESPONSE,continuous,rna_pathway_activity,PAAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_INTERFERON_GAMMA_RESPONSE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.323517051029133,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_KRAS_SIGNALING_UP,continuous,rna_pathway_activity,PAAD,HALLMARK_KRAS_SIGNALING_UP,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_KRAS_SIGNALING_UP,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.242737056638294,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_MITOTIC_SPINDLE,continuous,rna_pathway_activity,PAAD,HALLMARK_MITOTIC_SPINDLE,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_MITOTIC_SPINDLE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0988800669592111,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_MYC_TARGETS_V1,continuous,rna_pathway_activity,PAAD,HALLMARK_MYC_TARGETS_V1,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_MYC_TARGETS_V1,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,-0.0542169139479567,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_NOTCH_SIGNALING,continuous,rna_pathway_activity,PAAD,HALLMARK_NOTCH_SIGNALING,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_NOTCH_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.40891291244135,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_P53_PATHWAY,continuous,rna_pathway_activity,PAAD,HALLMARK_P53_PATHWAY,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_P53_PATHWAY,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.276991889228845,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_TGF_BETA_SIGNALING,continuous,rna_pathway_activity,PAAD,HALLMARK_TGF_BETA_SIGNALING,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_TGF_BETA_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.251963918332522,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_TNFA_SIGNALING_VIA_NFKB,continuous,rna_pathway_activity,PAAD,HALLMARK_TNFA_SIGNALING_VIA_NFKB,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_TNFA_SIGNALING_VIA_NFKB,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.322632426070725,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPAADHALLMARK_UV_RESPONSE_DN,continuous,rna_pathway_activity,PAAD,HALLMARK_UV_RESPONSE_DN,ProvGigaPath__rna_pathway_activity__PAAD__HALLMARK_UV_RESPONSE_DN,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.151615542835059,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPCPGHALLMARK_ANGIOGENESIS,continuous,rna_pathway_activity,PCPG,HALLMARK_ANGIOGENESIS,ProvGigaPath__rna_pathway_activity__PCPG__HALLMARK_ANGIOGENESIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.151456959902258,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPCPGHALLMARK_APOPTOSIS,continuous,rna_pathway_activity,PCPG,HALLMARK_APOPTOSIS,ProvGigaPath__rna_pathway_activity__PCPG__HALLMARK_APOPTOSIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.153662040390045,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPCPGHALLMARK_COAGULATION,continuous,rna_pathway_activity,PCPG,HALLMARK_COAGULATION,ProvGigaPath__rna_pathway_activity__PCPG__HALLMARK_COAGULATION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.19152323173165,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPCPGHALLMARK_HYPOXIA,continuous,rna_pathway_activity,PCPG,HALLMARK_HYPOXIA,ProvGigaPath__rna_pathway_activity__PCPG__HALLMARK_HYPOXIA,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.217165087610276,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
ProvGigaPath,continuousrna_pathway_activityPCPGHALLMARK_IL2_STAT5_SIGNALING,continuous,rna_pathway_activity,PCPG,HALLMARK_IL2_STAT5_SIGNALING,ProvGigaPath__rna_pathway_activity__PCPG__HALLMARK_IL2_STAT5_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.246269944858261,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
