family,tumor_type,endpoint,empirical_ba_consensus,auroc_tuned_ba_consensus,auroc_tuned_auroc_consensus,empirical_ba_crossing_count,auroc_tuned_ba_crossing_count,auroc_tuned_auroc_crossing_count,baseline_auroc_winner,auroc_tuned_winner,maximum_auroc_tuning_change,empirical_to_auroc_tuned_ba_consensus_changed,auroc_tuned_ba_to_auroc_consensus_changed,auroc_winner_changed
oncogenic_pathway,READ,PI3K,none,none,none,0,0,0,ProvGigaPath,ProvGigaPath,0.0464197530864198,FALSE,FALSE,FALSE
oncogenic_pathway,READ,RTK RAS,representation specific,representation specific,representation specific,1,1,1,GigaSSL,GigaSSL,0.0765591397849466,FALSE,FALSE,FALSE
oncogenic_pathway,READ,TGF-Beta,none,none,all three,0,0,3,TITAN,ProvGigaPath,0.12751992498828,FALSE,TRUE,TRUE
oncogenic_pathway,SARC,Cell Cycle,representation specific,representation specific,exactly two,1,1,2,TITAN,TITAN,0.084908195253023,FALSE,TRUE,FALSE
oncogenic_pathway,SARC,HIPPO,none,exactly two,exactly two,0,2,2,TITAN,ProvGigaPath,0.0962436548223346,TRUE,FALSE,TRUE
oncogenic_pathway,SARC,NOTCH,none,none,none,0,0,0,GigaSSL,TITAN,0.113625478927203,FALSE,FALSE,TRUE
oncogenic_pathway,SARC,PI3K,none,none,none,0,0,0,GigaSSL,GigaSSL,0.0127016129032262,FALSE,FALSE,FALSE
oncogenic_pathway,SARC,RTK RAS,exactly two,representation specific,all three,2,1,3,TITAN,TITAN,0.0144493844049249,TRUE,TRUE,FALSE
oncogenic_pathway,SARC,TP53,representation specific,exactly two,exactly two,1,2,2,GigaSSL,GigaSSL,0.0717375630857965,TRUE,FALSE,FALSE
oncogenic_pathway,SARC,WNT,none,none,none,0,0,0,TITAN,TITAN,0.0417763157894739,FALSE,FALSE,FALSE
oncogenic_pathway,STAD,Cell Cycle,representation specific,representation specific,exactly two,1,1,2,GigaSSL,GigaSSL,0.0544850178244528,FALSE,TRUE,FALSE
oncogenic_pathway,STAD,HIPPO,representation specific,all three,all three,1,3,3,GigaSSL,GigaSSL,0.0450386215092095,TRUE,FALSE,FALSE
oncogenic_pathway,STAD,MYC,none,none,none,0,0,0,TITAN,ProvGigaPath,0.0875294770425855,FALSE,FALSE,TRUE
oncogenic_pathway,STAD,NOTCH,all three,all three,all three,3,3,3,TITAN,TITAN,0.0257863184692456,FALSE,FALSE,FALSE
oncogenic_pathway,STAD,PI3K,none,representation specific,exactly two,0,1,2,ProvGigaPath,TITAN,0.100926298832058,TRUE,TRUE,TRUE
oncogenic_pathway,STAD,RTK RAS,none,representation specific,exactly two,0,1,2,ProvGigaPath,TITAN,0.0464967131633792,TRUE,TRUE,TRUE
oncogenic_pathway,STAD,TGF-Beta,none,exactly two,all three,0,2,3,TITAN,TITAN,0.0695951181712515,TRUE,TRUE,FALSE
oncogenic_pathway,STAD,TP53,representation specific,representation specific,all three,1,1,3,ProvGigaPath,ProvGigaPath,0.0154846335697405,FALSE,TRUE,FALSE
oncogenic_pathway,STAD,WNT,representation specific,exactly two,all three,1,2,3,ProvGigaPath,TITAN,0.0653753026634385,TRUE,TRUE,TRUE
oncogenic_pathway,TGCT,RTK RAS,all three,all three,all three,3,3,3,ProvGigaPath,TITAN,0.0289221806075736,FALSE,FALSE,TRUE
oncogenic_pathway,THCA,Cell Cycle,none,none,none,0,0,0,TITAN,ProvGigaPath,0.0283375314861459,FALSE,FALSE,TRUE
oncogenic_pathway,THCA,PI3K,none,none,none,0,0,0,TITAN,TITAN,0.0947054436987325,FALSE,FALSE,FALSE
oncogenic_pathway,THCA,RTK RAS,all three,all three,all three,3,3,3,TITAN,ProvGigaPath,0.126437991021325,FALSE,FALSE,TRUE
oncogenic_pathway,THCA,WNT,exactly two,all three,all three,2,3,3,TITAN,TITAN,0.0874591503267973,TRUE,FALSE,FALSE
oncogenic_pathway,UCEC,Cell Cycle,representation specific,none,representation specific,1,0,1,GigaSSL,GigaSSL,0.0346759785609873,TRUE,TRUE,FALSE
oncogenic_pathway,UCEC,HIPPO,none,exactly two,all three,0,2,3,ProvGigaPath,ProvGigaPath,0.0220036182722749,TRUE,TRUE,FALSE
oncogenic_pathway,UCEC,MYC,none,none,none,0,0,0,TITAN,TITAN,0.0236418511066399,FALSE,FALSE,FALSE
oncogenic_pathway,UCEC,NOTCH,none,representation specific,all three,0,1,3,TITAN,TITAN,0.0222286485444381,TRUE,TRUE,FALSE
oncogenic_pathway,UCEC,NRF2,none,none,none,0,0,0,ProvGigaPath,ProvGigaPath,0.033932233180354,FALSE,FALSE,FALSE
oncogenic_pathway,UCEC,PI3K,none,none,representation specific,0,0,1,TITAN,TITAN,0.0608168097070135,FALSE,TRUE,FALSE
oncogenic_pathway,UCEC,RTK RAS,none,none,none,0,0,0,GigaSSL,TITAN,0.0299721364560586,FALSE,FALSE,TRUE
oncogenic_pathway,UCEC,TGF-Beta,none,none,none,0,0,0,TITAN,GigaSSL,0.060623919534811,FALSE,FALSE,TRUE
oncogenic_pathway,UCEC,TP53,all three,all three,all three,3,3,3,TITAN,TITAN,0.0158984562101617,FALSE,FALSE,FALSE
oncogenic_pathway,UCEC,WNT,representation specific,none,exactly two,1,0,2,TITAN,TITAN,0.0317236064731574,TRUE,TRUE,FALSE
oncogenic_pathway,UCS,NOTCH,representation specific,none,none,1,0,0,TITAN,GigaSSL,0.0773809523809521,TRUE,FALSE,TRUE
oncogenic_pathway,UCS,RTK RAS,all three,exactly two,all three,3,2,3,ProvGigaPath,GigaSSL,0.0640625,TRUE,TRUE,TRUE
