outcome_type,family,endpoint,source,definition_group,measurement_class,source_modality,direct_vs_inferred,derivation_algorithm,original_scale,transformation,expected_measurement_error,biological_interpretation,equivalence_caveat,source_reference,same_histology_modality
binary,driver_mutation,FUBP1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering FUBP1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,GATA3,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering GATA3 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,GNA11,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering GNA11 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,GNAQ,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering GNAQ variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,GTF2I,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering GTF2I variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,HLA-B,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering HLA-B variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,HRAS,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering HRAS variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,HUWE1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering HUWE1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,IDH1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering IDH1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,IDH2,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering IDH2 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,INPPL1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering INPPL1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,KANSL1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering KANSL1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,KDM6A,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering KDM6A variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,KEAP1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering KEAP1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,KIT,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering KIT variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,KLF5,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering KLF5 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,KMT2B,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering KMT2B variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,KMT2C,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering KMT2C variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,KMT2D,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering KMT2D variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,KRAS,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering KRAS variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,MAP2K4,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering MAP2K4 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,MAP3K1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering MAP3K1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,MGA,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering MGA variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,MSH6,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering MSH6 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,MTOR,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering MTOR variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,MUC6,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering MUC6 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,NCOR1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering NCOR1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,NF1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering NF1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,NFE2L2,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering NFE2L2 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,NOTCH1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering NOTCH1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,NRAS,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering NRAS variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,NSD1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering NSD1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,PBRM1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering PBRM1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,PDS5B,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering PDS5B variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,PIK3CA,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering PIK3CA variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,PIK3R1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering PIK3R1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,PPP2R1A,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering PPP2R1A variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,PTEN,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering PTEN variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,RASA1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering RASA1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,RB1,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering RB1 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,RBM10,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering RBM10 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,RHOA,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering RHOA variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,RHOB,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering RHOB variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,RNF43,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering RNF43 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
binary,driver_mutation,RPL22,TCGA_MC3_Bailey2018,Gene-specific somatic mutation,directly observed genomic alteration,Tumour DNA sequencing (MC3 consensus somatic calls),Sequence-supported alteration call; computationally called,MC3 consensus PASS call restricted to nine protein-altering variant classes; wild type requires a matched primary-tumour MC3 profile,Binary 0/1 per gene,None,"Affected by tumour purity, coverage, variant allele fraction and caller consensus; no technical-replicate error estimate was supplied",Presence of at least one qualifying protein-altering RPL22 variant; not every allele is a functionally validated driver,"Research sequencing call, not a clinically certified companion-diagnostic assay",MC3; Bailey et al. 2018 (10.1016/j.cell.2018.02.060),FALSE
